,Index
2010-01-04,100.0
2010-01-04,100.0
2010-01-05,100.92201724303827
2010-01-06,101.03768893856396
2010-01-07,101.08789225335157
2010-01-08,101.3615865986072
2010-01-11,101.27216146878732
2010-01-12,101.63465929099253
2010-01-13,101.55142002654453
2010-01-14,101.52060882411152
2010-01-15,101.45299420235915
2010-01-19,101.73738440837455
2010-01-20,101.63888816564852
2010-01-21,100.03798344643941
2010-01-22,99.66228333228264
2010-01-25,99.87629311684296
2010-01-26,99.60697021239145
2010-01-27,99.12147987117015
2010-01-28,99.4231828705761
2010-01-29,98.84580593213083
2010-02-01,99.62604488645083
2010-02-02,99.5987771229647
2010-02-03,99.87612821043083
2010-02-04,99.34937333935842
2010-02-05,98.74993953358221
2010-02-08,98.88049835118174
2010-02-09,98.39737865149516
2010-02-10,98.99302471571399
2010-02-11,99.75099991433855
2010-02-12,99.70633090776248
2010-02-16,100.3965628773914
2010-02-17,100.37252206278677
2010-02-18,100.48398691268997
2010-02-19,100.35774396932034
2010-02-22,100.53516055992444
2010-02-23,100.44856787669995
2010-02-24,100.61528806411201
2010-02-25,100.43853543127675
2010-02-26,100.81753943743699
2010-03-01,100.99158067656947
2010-03-02,101.40333520917004
2010-03-03,101.42524255075656
2010-03-04,101.69210196257707
2010-03-05,102.05264656742878
2010-03-08,102.37236193135095
2010-03-09,102.37889095462772
2010-03-10,102.39461153385781
2010-03-11,102.41277011070297
2010-03-12,102.74917016886688
2010-03-15,102.77733427933327
2010-03-16,102.96373505188579
2010-03-17,102.93567451514058
2010-03-18,103.07123345541983
2010-03-19,103.38526518576836
2010-03-22,103.55192194374737
2010-03-23,103.83128884462099
2010-03-24,103.75624645123287
2010-03-25,104.1542153893208
2010-03-26,104.10111532741371
2010-03-29,104.11747349002448
2010-03-30,104.14082069934933
2010-03-31,104.05841733222805
2010-04-01,104.57468192348185
2010-04-05,105.16234283535007
2010-04-06,105.01281487852448
2010-04-07,104.99889465598821
2010-04-08,105.0596709159266
2010-04-09,105.13950606216994
2010-04-12,105.22484826430876
2010-04-13,105.37929956715901
2010-04-14,105.3896629161137
2010-04-15,105.37893558466833
2010-04-16,105.81203298842401
2010-04-19,105.61343714934986
2010-04-20,105.7462813083744
2010-04-21,105.95729174567201
2010-04-22,105.6209281944955
2010-04-23,105.173457304542
2010-04-26,105.52390880125483
2010-04-27,105.74621391093568
2010-04-28,105.93022551368762
2010-04-29,105.3130265778975
2010-04-30,104.99100377314807
2010-05-03,104.25394945675393
2010-05-04,104.559104171
2010-05-05,105.72821693125235
2010-05-06,105.9417227537117
2010-05-07,106.92305675918367
2010-05-10,107.21776439567537
2010-05-11,107.2821362025082
2010-05-12,107.23035555102204
2010-05-13,107.25108118917116
2010-05-14,107.72046459313766
2010-05-17,107.77226360894942
2010-05-18,107.8377815764216
2010-05-19,107.68453618964614
2010-05-20,107.7579170468902
2010-05-21,108.07085729283185
2010-05-24,107.94533965713647
2010-05-25,108.29199630756453
2010-05-26,108.6415871614626
2010-05-27,108.8035248531895
2010-05-28,108.72728458016752
2010-06-01,109.23640923618778
2010-06-02,109.35740896859703
2010-06-03,109.48284481906678
2010-06-04,109.34006402391563
2010-06-07,108.19759894374013
2010-06-08,108.16721559780933
2010-06-09,108.342203241694
2010-06-10,108.68143834529673
2010-06-11,108.60948833812053
2010-06-14,109.19616746151323
2010-06-15,110.04972490170167
2010-06-16,109.84932067903472
2010-06-17,109.95240891176533
2010-06-18,110.50638851762085
2010-06-21,110.83617171844101
2010-06-22,111.00832300540982
2010-06-23,111.3548215802901
2010-06-24,111.33335156101177
2010-06-25,111.23510880336396
2010-06-28,111.10588965033935
2010-06-29,110.75809280047251
2010-06-30,110.71199705597836
2010-07-01,110.63422801493464
2010-07-02,110.61097834447612
2010-07-06,110.78003261191796
2010-07-07,111.31502880016886
2010-07-08,111.91400783077052
2010-07-09,112.50587243987134
2010-07-12,112.54067546712596
2010-07-13,113.14520228623358
2010-07-14,113.13860429779996
2010-07-15,113.17814872319666
2010-07-16,113.16516011136896
2010-07-19,113.2123256388018
2010-07-20,113.48701844391083
2010-07-21,113.36854297357024
2010-07-22,113.52407177758705
2010-07-23,113.4434006656162
2010-07-26,113.67670011767787
2010-07-27,113.43719645600426
2010-07-28,113.72439230627069
2010-07-29,112.66808552021611
2010-07-30,113.05413573403011
2010-08-02,113.12261753043228
2010-08-03,113.31542334012765
2010-08-04,113.24695182049695
2010-08-05,112.90362388056349
2010-08-06,112.81788841553737
2010-08-09,112.77867352642949
2010-08-10,112.70018501036513
2010-08-11,112.42977503409718
2010-08-12,112.2803560227857
2010-08-13,112.24370322228717
2010-08-16,112.36038617031053
2010-08-17,112.45627795422367
2010-08-18,112.55129286811727
2010-08-19,111.98926906964607
2010-08-20,111.87288671299278
2010-08-23,111.86210039149432
2010-08-24,112.12340738355175
2010-08-25,112.16733024732467
2010-08-26,112.66584561947177
2010-08-27,113.28871103030853
2010-08-30,113.25475085866424
2010-08-31,113.67343533308909
2010-09-01,113.83748193645134
2010-09-02,114.02232379316337
2010-09-03,113.92148596189223
2010-09-07,114.17320844173729
2010-09-08,114.31252373434629
2010-09-09,114.25643557051562
2010-09-10,114.60803248571219
2010-09-13,114.92699578200872
2010-09-14,114.96501935160461
2010-09-15,115.89962062706836
2010-09-16,115.93539265035102
2010-09-17,115.7399908369642
2010-09-20,115.82825671468618
2010-09-21,115.60620810854573
2010-09-22,116.28955556451125
2010-09-23,116.17889387091206
2010-09-24,116.40044079441738
2010-09-27,116.37831726920749
2010-09-28,116.41332356734014
2010-09-29,116.46690335358616
2010-09-30,116.222898336887
2010-10-01,116.20144141872727
2010-10-04,116.31896655389293
2010-10-05,116.54911303304068
2010-10-06,116.03173577449654
2010-10-07,115.0303928111337
2010-10-08,115.02513791699927
2010-10-11,115.13917289227305
2010-10-12,115.27107235392243
2010-10-13,115.24477358835048
2010-10-14,115.13788403235363
2010-10-15,115.064512142067
2010-10-18,115.40502912406892
2010-10-19,115.676279679928
2010-10-20,115.45198916069916
2010-10-21,115.26411040817158
2010-10-22,115.3404621966926
2010-10-25,115.22360183195802
2010-10-26,115.40599373341628
2010-10-27,115.27321316745711
2010-10-28,115.13651901471066
2010-10-29,115.2466740790427
2010-11-01,115.55198772307129
2010-11-02,115.53836945227668
2010-11-03,114.96901900362397
2010-11-04,115.00242106323206
2010-11-05,114.82390058835364
2010-11-08,114.71775738341714
2010-11-09,114.9186711382972
2010-11-10,114.96623291482031
2010-11-11,114.80667859062207
2010-11-12,114.79224814348183
2010-11-15,114.75219980712819
2010-11-16,114.74101815939969
2010-11-17,114.21493116432605
2010-11-18,114.24632918668456
2010-11-19,114.34732321247682
2010-11-22,114.79522552612836
2010-11-23,114.6203085280093
2010-11-24,114.6446990669084
2010-11-26,114.51452578758126
2010-11-29,114.4929392102718
2010-11-30,114.75228864264781
2010-12-01,115.13313464186382
2010-12-02,114.8370521992342
2010-12-03,114.84954127727345
2010-12-06,114.90645725171962
2010-12-07,115.02201984320925
2010-12-08,114.89013013659215
2010-12-09,113.83120674853359
2010-12-10,114.05234833981528
2010-12-13,114.29928757750044
2010-12-14,114.17058749679707
2010-12-15,114.54733072493896
2010-12-16,114.66274492199179
2010-12-17,114.45806028638496
2010-12-20,113.7523524641961
2010-12-21,113.33072381034353
2010-12-22,113.35640962216509
2010-12-23,113.63443846066433
2010-12-27,113.55123343410916
2010-12-28,113.61726065569496
2010-12-29,113.54599496105206
2010-12-30,113.44632811201222
2010-12-31,113.44232005646441
2011-01-03,113.37846769339575
2011-01-04,113.41918371446214
2011-01-05,113.14457658752248
2011-01-06,113.05324835261611
2011-01-07,112.87406118239903
2011-01-10,112.94591952566957
2011-01-11,112.47677893152444
2011-01-12,112.59119053703576
2011-01-13,112.73568539665969
2011-01-14,112.0960313727535
2011-01-18,112.92666648696586
2011-01-19,113.57505730831802
2011-01-20,113.69449260570633
2011-01-21,113.69104015578303
2011-01-24,113.68400683116776
2011-01-25,111.82031246730179
2011-01-26,111.35698668289125
2011-01-27,111.45624153981778
2011-01-28,111.64081607372484
2011-01-31,111.1592554695646
2011-02-01,111.0607293165079
2011-02-02,111.47019077301043
2011-02-03,112.85842496111277
2011-02-04,112.85790733663295
2011-02-07,112.71760159560252
2011-02-08,113.03887759425614
2011-02-09,113.04534852646732
2011-02-10,113.24940766781445
2011-02-11,113.2763025412893
2011-02-14,112.67172314420952
2011-02-15,112.92707460340722
2011-02-16,112.98904606165729
2011-02-17,113.07239506806724
2011-02-18,113.05038920362176
2011-02-22,113.56567892764281
2011-02-23,113.7778798974817
2011-02-24,114.13037913879911
2011-02-25,113.87959975212297
2011-02-28,113.77358691382982
2011-03-01,113.79644610365565
2011-03-02,113.58512371995235
2011-03-03,113.49911178499161
2011-03-04,114.06897374867161
2011-03-07,114.18383358995177
2011-03-08,114.10744389972233
2011-03-09,113.41135575176848
2011-03-10,113.88840468254047
2011-03-11,113.54815389016485
2011-03-14,113.5350691044553
2011-03-15,113.1734948634998
2011-03-16,113.44389605227101
2011-03-17,113.0388282132766
2011-03-18,113.31975245213233
2011-03-21,112.92256987030812
2011-03-22,111.53299273698649
2011-03-23,111.37376613709155
2011-03-24,111.34124167000964
2011-03-25,112.35815964260782
2011-03-28,112.1637824996837
2011-03-29,112.2151970097666
2011-03-30,112.9820060783193
2011-03-31,112.85138154978071
2011-04-01,112.79087087698097
2011-04-04,112.62977312138945
2011-04-05,112.30136538879205
2011-04-06,112.2050054335708
2011-04-07,111.83745466401629
2011-04-08,111.74212237991748
2011-04-11,111.81074743883659
2011-04-12,112.31453691479405
2011-04-13,111.96122933345347
2011-04-14,112.35800196585076
2011-04-15,111.76534447656186
2011-04-18,111.8318713243419
