Date,Pair1,Pair2,Correlation,TopQuantileCorr1,TopQuantileCorr2,LowBoundCorr,TopQuantileCorrAllClusters,GIC_sector
2010-01-04,GOOG,GOOGL,0.9999999999645615,0.7680705046796215,0.7680709222307487,0.7680705046796215,0.8327135425931509,Communication Services
2010-01-04,EQT,WMB,0.8331338725035735,0.806356579145999,0.8135991191905979,0.8131704479642895,0.8327135425931509,Energy
2010-01-04,HAL,SLB,0.8495045973942479,0.8008295212490625,0.8251017099578436,0.8131704479642895,0.8327135425931509,Energy
2010-01-04,AFL,MET,0.8474403651826342,0.7631660557890384,0.7742608781802516,0.7631660557890384,0.8327135425931509,Financials
2010-01-04,MET,PRU,0.8394997420805518,0.7742608781802516,0.7843216044997273,0.7631660557890384,0.8327135425931509,Financials
2010-01-04,PFG,PRU,0.8457097210550527,0.7483166405578917,0.7843216044997273,0.7631660557890384,0.8327135425931509,Financials
2010-01-04,CSX,NSC,0.8916689232752507,0.6032616510512556,0.5731083158992398,0.7170466164788385,0.8327135425931509,Industrials
2010-01-04,CSX,UNP,0.8440500366336786,0.6032616510512556,0.5880723421994702,0.7170466164788385,0.8327135425931509,Industrials
2010-01-04,NSC,UNP,0.8472145014894134,0.5731083158992398,0.5880723421994702,0.7170466164788385,0.8327135425931509,Industrials
2010-01-04,APD,LIN,0.8409895401514399,0.7979016383343196,0.7280619948299933,0.7936645475786365,0.8327135425931509,Materials
2010-01-04,AVB,EQR,0.8842045210946782,0.8779210157331482,0.8814352050812788,0.8799758793134024,0.8327135425931509,Real Estate
2010-01-04,AVB,ESS,0.8923180157169487,0.8779210157331482,0.8325522697407378,0.8799758793134024,0.8327135425931509,Real Estate
2010-01-04,BXP,PSA,0.886231340856282,0.8794884485952509,0.8567051257416235,0.8799758793134024,0.8327135425931509,Real Estate
2010-01-04,BXP,SPG,0.9195668153478752,0.8794884485952509,0.8799758793134024,0.8799758793134024,0.8327135425931509,Real Estate
2010-01-04,CPT,EQR,0.880742876077929,0.8693559380279898,0.8814352050812788,0.8799758793134024,0.8327135425931509,Real Estate
2010-01-04,DOC,VTR,0.9011055540733531,0.8592250000105839,0.8510681949595236,0.8799758793134024,0.8327135425931509,Real Estate
