Date,Pair1,Pair2,Correlation,TopQuantileCorr1,TopQuantileCorr2,LowBoundCorr,TopQuantileCorrAllClusters,GIC_sector
2010-01-04,GOOG,GOOGL,0.9999999999688617,0.7641356771627967,0.7641353769688712,0.7371544907054429,0.8425201693120332,Communication Services
2010-01-04,LEN,PHM,0.8548590528359513,0.6172640839422647,0.6008634317255146,0.6612833581113656,0.8425201693120332,Consumer Discretionary
2010-01-04,LVS,MGM,0.8433887439868114,0.5464641635320725,0.5694238674439375,0.6612833581113656,0.8425201693120332,Consumer Discretionary
2010-01-04,HAL,SLB,0.867432979977121,0.8128259666030034,0.8487928114845862,0.8359754998556957,0.8425201693120332,Energy
2010-01-04,AFL,MET,0.8581443664994345,0.7713790462247896,0.7892287308841742,0.7737139866937776,0.8425201693120332,Financials
2010-01-04,GS,JPM,0.8433373514348284,0.7212416457079658,0.7636582454111529,0.7737139866937776,0.8425201693120332,Financials
2010-01-04,PFG,PRU,0.8453576930149499,0.7662942328109624,0.7773319687929316,0.7737139866937776,0.8425201693120332,Financials
2010-01-04,CSX,NSC,0.876474639168408,0.6300957403705625,0.5485841379607952,0.7163969380585423,0.8425201693120332,Industrials
2010-01-04,NSC,UNP,0.8516200314345003,0.5485841379607952,0.5798152840858805,0.7163969380585423,0.8425201693120332,Industrials
2010-01-04,KLAC,LRCX,0.871775922172096,0.7214141422998811,0.7280021469696624,0.71758401054255,0.8425201693120332,Information Technology
2010-01-04,APD,LIN,0.8670756783990454,0.8471318261677245,0.7879051197530886,0.8166438818484731,0.8425201693120332,Materials
2010-01-04,APD,PPG,0.8645792190953018,0.8471318261677245,0.8166438818484731,0.8166438818484731,0.8425201693120332,Materials
2010-01-04,BXP,EQR,0.9036428614020162,0.883183398982088,0.8919994979853373,0.8919994979853373,0.8425201693120332,Real Estate
2010-01-04,BXP,SPG,0.926146315505104,0.883183398982088,0.8874085079025761,0.8919994979853373,0.8425201693120332,Real Estate
2010-01-04,DOC,VTR,0.9094594491436523,0.8803717736083396,0.8649869440842272,0.8919994979853373,0.8425201693120332,Real Estate
2010-01-04,DOC,WELL,0.8942402572123572,0.8803717736083396,0.8384276070894607,0.8919994979853373,0.8425201693120332,Real Estate
2010-01-04,EQR,SPG,0.9011119858527514,0.8919994979853373,0.8874085079025761,0.8919994979853373,0.8425201693120332,Real Estate
2010-01-11,GOOG,GOOGL,0.9999999999740772,0.7489701277493667,0.7489696361488877,0.7383116466689049,0.8407233405173384,Communication Services
2010-01-11,LEN,PHM,0.845274462018572,0.5697276985628288,0.5701247900087633,0.6591733144723498,0.8407233405173384,Consumer Discretionary
2010-01-11,LVS,MGM,0.8508955893976803,0.6035004662414277,0.6316801800634689,0.6591733144723498,0.8407233405173384,Consumer Discretionary
2010-01-11,HAL,SLB,0.8531655007176132,0.8108829633102095,0.8391506803234646,0.8365729319684408,0.8407233405173384,Energy
2010-01-11,AFL,MET,0.850039639021544,0.7680627273053044,0.7852451977993286,0.7708452492486544,0.8407233405173384,Financials
2010-01-11,GS,JPM,0.8408721197569499,0.7174637063229852,0.77892062229044,0.7708452492486544,0.8407233405173384,Financials
2010-01-11,CSX,NSC,0.8861261631580678,0.6270899096421026,0.5669587488582284,0.723547459074558,0.8407233405173384,Industrials
2010-01-11,CSX,UNP,0.8536921777219183,0.6270899096421026,0.5831238355353939,0.723547459074558,0.8407233405173384,Industrials
2010-01-11,NSC,UNP,0.8662156827067216,0.5669587488582284,0.5831238355353939,0.723547459074558,0.8407233405173384,Industrials
2010-01-11,KLAC,LRCX,0.8615473730283544,0.7257740469304818,0.7213785313658418,0.7257740469304818,0.8407233405173384,Information Technology
2010-01-11,APD,LIN,0.8589347399769365,0.8364861938922543,0.7890944276930983,0.8026714006142162,0.8407233405173384,Materials
2010-01-11,APD,PPG,0.8499066089760055,0.8364861938922543,0.8026714006142162,0.8026714006142162,0.8407233405173384,Materials
2010-01-11,AVB,EQR,0.8844290895912182,0.859392607663776,0.8878124474087322,0.8832501965524545,0.8407233405173384,Real Estate
2010-01-11,BXP,EQR,0.9013458786787882,0.8832501965524545,0.8878124474087322,0.8832501965524545,0.8407233405173384,Real Estate
2010-01-11,BXP,SPG,0.9105670734056888,0.8832501965524545,0.8831416523389078,0.8832501965524545,0.8407233405173384,Real Estate
2010-01-11,DOC,VTR,0.9018960629413946,0.879392271179453,0.8613660984018975,0.8832501965524545,0.8407233405173384,Real Estate
2010-01-11,EQR,SPG,0.9048868156561534,0.8878124474087322,0.8831416523389078,0.8832501965524545,0.8407233405173384,Real Estate
2010-01-19,GOOG,GOOGL,0.9999999999756402,0.7838826897252493,0.7838823235013366,0.768960856475421,0.8331190536151231,Communication Services
2010-01-19,CCL,RCL,0.8537431897470824,0.6221342630620633,0.6245577217349184,0.6410230075288009,0.8331190536151231,Consumer Discretionary
2010-01-19,HAL,SLB,0.8480705169336828,0.8088469512662941,0.8305111139925861,0.8190479793492643,0.8331190536151231,Energy
2010-01-19,AFL,MET,0.8337681827082335,0.7560210875760126,0.7618305810408897,0.7567672843413477,0.8331190536151231,Financials
2010-01-19,BAC,JPM,0.8338230293481179,0.7028937718726683,0.7631522983100403,0.7567672843413477,0.8331190536151231,Financials
2010-01-19,GS,JPM,0.8501640134613261,0.7180410408504583,0.7631522983100403,0.7567672843413477,0.8331190536151231,Financials
2010-01-19,CAT,ETN,0.8331944629490416,0.7258918530559944,0.6995977201732622,0.7102461713282029,0.8331190536151231,Industrials
